Year,Round,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,college_id,branch_id
2024,5,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,247,247,67d46f0d7ee10606e96d055f,67d46d4ce89b5e36d438abfb
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,650,2545,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4559,6650,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,130,153,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),265P,265P,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,390,485,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),927,1438,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,44P,44P,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,953,1338,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
2024,5,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2481,3197,67d46f0d7ee10606e96d055f,67d46d45e89b5e36d438ab62
